Case Type,Case Number,Status,Source,Incident Date,Incident Time,Incident Location Type,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Perceived Age 1,Child Perceived Age 2,Child Perceived Age 3,Child Perceived Age 4,Child Perceived Age 5,Child Perceived Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Race 1,Offender Race 2,Offender Race 3,Offender Age 1,Offender Age 2,Offender Age 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Vehicle Style 1,Vehicle Style 2,Vehicle Color 1,Vehicle Color 2,How Got Away,How Got Away Detail,Offender Method Animal,Offender Method Candy,Offender Method Money,Offender Method Ride,Offender Method Other,Offender Method Other Detail
Attempted Abduction,1255852,Closed,Internet,10/3/2015,12:00 AM,Street,N Shoreline Blvd,Corpus Christi,TX,78401,Nueces,545107,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Hispanic,,,26,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1253744,Closed,Internet,8/27/2015,12:00 AM,Street,N Summit Ave,Chatham Township,NJ,7928,Morris,542060,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Adult/Child Intervened,,0,0,0,-1,0,
Attempted Abduction,1246745,Closed,Internet,4/2/2015,5:41 PM,Street,N Todd St & E Walnut St,Manly,IA,50456,Worth,530630,,,,,,White,,,,,,Female,,,,,,9,,,,,,Male,Female,,Unknown,Unknown,,,,,Unknown,Unknown,,Van,,Red,,Ignored/Refused,The child went to her friend's residence,0,-1,0,0,0,
Attempted Abduction,1282232,Closed,Internet,11/6/2016,8:05 AM,Street,N Whipple St & W Arthur Ave,Chicago,IL,60645,Cook,581644,,,,,,Unknown,,,,,,Male,,,,,,7,,,,,,Male,,,Unknown,,,,,,Unknown,,,Sport Utility,,Red,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1240705,Closed,Internet,11/12/2014,3:15 PM,Street,N. Terry St,Eugene,OR,97402,Lane,521379,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1192791,Closed,Internet,4/13/2012,7:20 PM,Street,N.E. 96th St & N Farley Ave,Kansas City,MO,64157,Clay,461328,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,White,,,,,,20-29,,,Van,,Blue,,Fought/Broke Free,Screamed,0,0,0,0,-1,None
Attempted Abduction,1234275,Closed,Internet,6/22/2014,8:00 PM,Retail - Food/Conv/Gas,N3429 County Road H,Lake Geneva,WI,53147,Walworth,511999,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Unknown,,,,,,50-59,,,Pickup Truck,,Red,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1243477,Closed,Internet,1/24/2015,12:00 AM,Street,Nassau Oaks Dr,Callahan,FL,32011,Nassau,525484,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,40-50,,,,,Black,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1273014,Closed,Internet,7/13/2016,12:00 AM,Street,NE 125th St & 15th Ave NE,Seattle,WA,98125,King,569322,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Black,,,50,,,,,,,,Orange,,Ignored/Refused,Ran away; Adult intervened,0,0,0,-1,-1,Question
Attempted Abduction,1263298,Closed,Internet,2/19/2016,12:00 AM,Street,NE 178th St & N Pottawatomie Rd,Luther,OK,73054,Oklahoma,555638,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Van,,White,,Adult/Child Intervened,,0,0,0,0,-1,Question
Attempted Abduction,1265434,Closed,Internet,3/18/2016,8:20 AM,Street,NE Wardwell Rd,Bainbridge Island,WA,98110,Kitsap,558614,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,"Sedan, 4 door",,Gray,,Unknown,,0,0,0,0,-1,Question
Attempted Abduction,1210273,Closed,Internet,1/30/2013,2:30 PM,Street,Nectarine Wy & Rolando Rd,Lake Elsinore,CA,92530,Riverside,480523,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Hispanic,,,,,,20-29,,,"Sedan, 4 door",,"Blue, Light",,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1219604,Closed,Internet,6/6/2013,12:00 AM,Street,Neely Farm Dr & Wile Horse Creek Dr,Simpsonville,SC,29680,Greenville,491259,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Unknown,,,,,,50-60,,,,,Red,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1232564,Closed,Internet,5/21/2014,4:00 PM,Street,Netlead Ln & Woodland Springs Dr,Fort Worth,TX,76244,Tarrant,509459,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-39,,,Pickup Truck,,Red,,Ran Away,,0,0,0,0,-1,Mother in hospital
Attempted Abduction,1193430,Closed,Internet,4/17/2012,3:45 PM,Street,New England Ave & Carl Cassata Sr Dr,Harwood Heights,IL,60706,Cook,462012,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,White,,,,,,50,,,,,White,,Ran Away,Hid,0,0,0,-1,0,
Attempted Abduction,1270450,Closed,Internet,5/26/2016,4:45 PM,Street,New Mark Esplanade,Rockville,MD,20850,Montgomery,565732,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,,,,20-25,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1222976,Closed,Internet,9/11/2013,8:00 PM,Street,Norfolk Ave & Stetson Ave,Swampscott,MA,1907,Essex,495410,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Hispanic,,,,,,30-39,,,,,White,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1204030,Closed,Internet,10/6/2012,4:00 PM,Street,Normandy Rd & Tonawanda Av,Royal Oak,MI,48073,Oakland,473635,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,24,,,,,,,,Silver,,Fought/Broke Free,,0,0,0,0,-1,Marijuana
Attempted Abduction,1230990,Closed,Internet,4/10/2014,8:45 PM,Street,North 34th Ave & Farragut St,Hollywood,FL,33021,Broward,507136,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,White,,,76,,,,,,Van,,White,,Fought/Broke Free,Then she ran away,0,0,0,0,-1,None
Attempted Abduction,1203335,Closed,Internet,8/22/2012,7:40 AM,School - Bus Stop,North Fifth St & East Columbia Av,Champaign,IL,61820,Champaign,472879,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-30,,,"Sedan, 4 door",,Silver,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1239189,Closed,Internet,10/14/2014,7:30 PM,Street,North Michigan Ave & West B St,Wellston,OH,45692,Jackson,519179,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1202529,Closed,Internet,8/28/2012,7:30 PM,Street,North Moonpark Rd & East Avenida De Las Flores,Thousand Oaks,CA,91360,Ventura,471982,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,36,,,,,,Pickup Truck,,Black,,Ran Away,,0,0,-1,0,0,
Attempted Abduction,1239123,Closed,Internet,10/14/2014,6:30 AM,School - Bus Stop,North St & Douglas Ave,Kalamazoo,MI,49007,Kalamazoo,519084,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,59,,,,,,,,,,Ran Away,Adult intervened,0,0,0,0,-1,Unknown
Attempted Abduction,1225306,Closed,Internet,11/11/2013,11:58 PM,Street,North St & North Prospect St,Burlington,VT,5401,Chittenden,498800,,,,,,Unknown,,,,,,Unknown,,,,,,Infant,,,,,,Male,,,White,,,24,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1196818,Closed,Internet,5/22/2012,7:45 PM,Street,Northeast 12th St,Renton,WA,98056,King,465703,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Hispanic,,,,,,Unknown,,,Pickup Truck,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1245972,Closed,Internet,3/25/2015,12:00 AM,Street,Northwest 23rd Ave & Lovejoy St,Portland,OR,97210,Multnomah,529388,,,,,,Unknown,,,,,,Male,,,,,,2,,,,,,Male,,,White,,,23,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1187814,Closed,Internet,1/13/2012,8:00 AM,Home - Residence,Nugent Dr,Stafford,VA,22554,Stafford,455855,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,White,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1266201,Closed,Internet,4/12/2016,6:45 AM,Street,NW 103rd St,Miami,FL,33150,Miami-Dade,559766,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Black,,,,,,Unknown,,,Pickup Truck,,,,Fought/Broke Free,,0,0,0,0,-1,Help needed
Attempted Abduction,1284943,Closed,Internet,11/10/2016,7:00 AM,Street,NW 12th Ave & NW 67th St,Miami,FL,33147,Miami-Dade,585243,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,,,,Unknown,,,Sport Utility,,White,,Ran Away,Ignored,0,0,0,-1,0,
Attempted Abduction,1258772,Closed,Internet,11/21/2015,12:00 AM,Street,NW 140th St,Alachua,FL,32615,Alachua,549154,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,27,,,,,,,,,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1266049,Closed,Internet,4/6/2016,3:15 PM,Street,NW 158th Ave & State Rd 238,Lake Butler,FL,32054,Union,559547,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,Female,,White,White,,,,,35-50,35-50,,Van,,Dark,,Other,The children and suspects left the area,0,0,0,-1,0,
Attempted Abduction,1260249,Closed,Internet,12/28/2015,5:45 PM,Street,NW 15th Ave & NW 11th St,Gainesville,FL,32605,Alachua,551186,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Black,,,,,,Unknown,,,Pickup Truck,,White,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1257228,Closed,Internet,10/27/2015,12:00 AM,Park,NW 3rd St Ave,Trenton,MO,64683,Grundy,546956,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,White,,,31,,,,,,,,,,Released,Exposure,0,0,0,0,-1,Unknown
Attempted Abduction,1249562,Closed,Internet,5/15/2015,12:00 AM,School - Bus Stop,NW 92nd St & Indian Hills Dr,Clive,IA,50325,Polk,535205,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,White,,Ignored/Refused,,0,0,0,0,-1,Comment
Attempted Abduction,1219102,Closed,Internet,7/1/2013,1:00 PM,Street,NW 9th Ave & NW 2nd St,Fort Lauderdale,FL,33311,Broward,490671,,,,,,Unknown,,,,,,Unknown,,,,,,9,,,,,,Male,,,White,,,,,,Unknown,,,"Sedan, 4 door",,White,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1268109,Closed,Internet,5/9/2016,12:00 AM,Street,NW LaSalle St,Bentonville,AR,72712,Benton,562519,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,57,,,,,,"Sedan, 4 door",,White,,Unknown,,0,0,0,0,-1,Question
Attempted Abduction,1252875,Closed,Internet,8/8/2015,6:45 PM,Home-Other,Oak Ridge Rd,St. Augustine,FL,32086,Saint Johns,540767,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,30,,,,,,,,,,Ignored/Refused,Police were called,0,0,0,0,-1,Unknown
Attempted Abduction,1189227,Closed,Internet,2/13/2012,8:15 AM,Street,Oakdale Ave & Keith St,San Francisco,CA,94124,San Francisco,457433,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,Black,,,,,,30-39,,,,,,,Fought/Broke Free,Ran Away,0,0,0,0,-1,None
Attempted Abduction,1263466,Closed,Internet,2/25/2016,7:46 AM,Street,Oakdale Ave & W 18th St,Lorain,OH,44052,Lorain,555875,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,25-35,,,,,,,Other,Suspect left the area,0,0,0,0,-1,None
Attempted Abduction,1189918,Closed,Internet,2/24/2012,8:30 AM,School - Bus Stop,Oakland Ave S & E 22nd St,Minneapolis,MN,55404,Hennepin,458208,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Hispanic,,,,,,Unknown,,,Sport Utility,,Brown,,Ignored/Refused,Ran Away,0,0,0,0,0,
Attempted Abduction,1232566,Closed,Internet,5/15/2014,4:00 PM,Street,Oakwood Rd,Glen Burnie,MD,21061,Anne Arundel,509464,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,24,,,,,,Truck,,Silver,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1263465,Closed,Internet,2/25/2016,7:20 AM,Street,Oberlin Ave & W 8th St,Lorain,OH,44052,Lorain,555874,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,25-35,,,,,,,Other,The suspect left the area,0,0,0,0,-1,None
Attempted Abduction,1268005,Closed,Internet,5/5/2016,3:45 PM,Street,Ocean Ave,Portland,ME,4103,Cumberland,562369,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,Male,,Unknown,Unknown,,26,23,,,,,Pickup Truck,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1209312,Closed,Internet,1/10/2013,12:00 AM,Street,Ocean Beach Hwy & 30th Av,Longview,WA,98632,Cowlitz,479466,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,,,,40-50,,,"Sedan, 4 door",,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1247808,Closed,Internet,5/1/2015,9:00 PM,Park,Ogden Park Dr,Wilmington,NC,28411,New Hanover,532506,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,55,,,,,,,,,,Ignored/Refused,Ran away,0,0,-1,0,0,
Attempted Abduction,1242238,Closed,Internet,1/1/2015,3:30 AM,Auto / Vehicle,Ogeechee Rd & Sadler St,Savannah,GA,31415,Chatham,523693,,,,,,White,,,,,,Female,,,,,,16,,,,,,Male,,,Black,,,,,,30-35,,,,,Silver,,Fought/Broke Free,,0,0,0,-1,0,
Attempted Abduction,1207470,Closed,Internet,11/28/2012,12:00 AM,Street,Ohio St & 17th St,Racine,WI,53405,Racine,477400,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,Unknown,,,,,,27-35,,,Sport Utility,,Gold,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1212348,Closed,Internet,3/6/2013,12:00 AM,Street,Oil Well Rd & Oil Well Grade Rd,Naples,FL,34120,Collier,482892,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Unknown,Male,,Unknown,White,,,,,Unknown,18,,Van,,Black,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1230227,Closed,Internet,3/7/2014,7:40 AM,Street,Old Holcomb Bridge Rd,Roswell,GA,30076,Fulton,506022,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Black,,,,,,30,,,"Sedan, 4 door",,Black,,Other,The child walked backwards in the opposite direction of the vehicle,0,0,0,0,-1,Ordered child into vehicle
Attempted Abduction,1276812,Closed,Internet,9/9/2016,3:30 PM,Street,Old Trenton Rd & Emily Ct,West Windsor Township,NJ,8550,Mercer,574526,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1247588,Closed,Internet,4/27/2015,9:11 AM,School - Bus Stop,Oleander Ave & Iroquois Ave,Fort Myers,FL,33916,Lee,532148,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Hispanic,,,,,,35-40,,,Convertible,,Gray,,Ran Away,,0,0,0,0,-1,Conversation
Attempted Abduction,1255863,Closed,Internet,10/8/2015,4:30 PM,Street,Oleander Ave & Suffield St,Morton Grove,IL,60053,Cook,545119,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,White,,,53,,,,,,,,Gray,,Other,Suspect drove away,0,0,-1,0,0,
Attempted Abduction,1257063,Closed,Internet,10/28/2015,1:30 PM,Street,Oli Loop,Waipahu,HI,96797,Honolulu,546724,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Unknown,,,,,,35-39,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1212770,Closed,Internet,3/14/2012,12:00 AM,Street,Olive St & Larry Av,Baldwin Park,CA,91706,Los Angeles,483385,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1197142,Closed,Internet,6/14/2012,12:00 AM,Other,On a public bus,Pittsburgh,PA,15208,Allegheny,466073,,,,,,Unknown,,,,,,Female,,,,,,4,,,,,,Male,,,White,,,48,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1204437,Closed,Internet,10/6/2012,12:00 AM,Home - Residence,Orchard Pl & Van Cleve St,Maywood,NJ,7607,Bergen,474069,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,White,,,,,,40-50,,,,,,,Ran Away,,-1,0,0,0,0,
Attempted Abduction,1248622,Closed,Internet,5/19/2015,3:30 PM,Street,Osceola Ave & Clearwater St,Warwick,RI,2888,Kent,533759,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1256172,Closed,Internet,10/9/2015,8:30 AM,Street,Osceola Ln & La Salle Ave,San Francisco,CA,94124,San Francisco,545528,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,,,,20-29,,,Van,,Brown,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1260624,Closed,Internet,12/22/2015,7:00 AM,Street,PA-72 & Mountville Dr,Lebanon,PA,17046,Lebanon,551703,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Unknown,,,,,,50-55,,,,,Blue,,Ran Away,Screamed,0,0,0,0,-1,Called over
Attempted Abduction,1255755,Closed,Internet,10/5/2015,7:15 AM,Street,Palisade Ave,Bridgeport,CT,6610,Fairfield,544983,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Female,,,Hispanic,,,38,,,,,,,,Gray,,Fought/Broke Free,,0,0,0,-1,0,
Attempted Abduction,1281317,Closed,Internet,11/9/2016,8:00 AM,School - Bus Stop,Palm Dr,Fernandina Beach,FL,32034,Nassau,580452,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-29,,,"Sedan, 4 door",,Gray,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1266197,Closed,Internet,4/8/2016,3:00 PM,Street,Parcher Ave & Springer Dr,Herndon,VA,20170,Fairfax,559759,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Hispanic,,,,,,30-39,,,,,Red,,Fought/Broke Free,Ran away,0,0,0,0,-1,Conversation
Attempted Abduction,1281153,Closed,Internet,11/7/2016,7:35 AM,Street,Park Ave,Scotch Plains,NJ,7076,Union,580250,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Unknown,,,,,,50-69,,,,,Brown,,Ignored/Refused,,0,0,0,0,-1,Unknown
Attempted Abduction,1231388,Closed,Internet,4/8/2014,6:45 AM,Recreational - Amusement Park,Park Brush Ln & Park Valley Dr,Katy,TX,77450,Harris,507684,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,Male,,White,Unknown,,,,,Unknown,Unknown,,"Sedan, 4 door",,Green,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1199588,Closed,Internet,7/13/2012,8:00 AM,Street,Park Dr & Uncas Rd,New Britain,CT,6053,Hartford,468775,,,,,,White,,,,,,Female,,,,,,12,,,,,,Male,,,Unknown,,,67,,,,,,Van,,Gray,,Ran Away,,0,0,0,0,-1,Movie
Attempted Abduction,1259881,Closed,Internet,12/16/2015,4:31 PM,Street,Park Hill Rd,Bristol,CT,6010,Hartford,550669,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,40-49,,,Van,,Silver,,Ran Away,,0,-1,0,0,0,
Attempted Abduction,1259943,Closed,Internet,12/10/2015,2:00 PM,Street,Park St & Inwood Ave,Montclair,NJ,7043,Essex,550751,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-25,,,"Sedan, 4 door",,Blue,,Ran Away,,0,0,0,0,-1,Parents sent
Attempted Abduction,1276639,Closed,Internet,9/9/2016,5:25 PM,Street,Park St & Jackson St,Elwood,IL,60421,Will,574313,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,Gray,,Unknown,,0,0,0,0,-1,Question
Attempted Abduction,1260269,Closed,Internet,12/16/2015,12:00 AM,Home - Residence,Parker Dr,Jasper,TX,75951,Jasper,551212,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Male,,,Black,,,,,,Unknown,,,Pickup Truck,,,,Adult/Child Intervened,Ran away,0,0,0,0,-1,None
Attempted Abduction,1260268,Closed,Internet,12/24/2015,3:00 PM,Home - Residence,Parker Dr,Jasper,TX,75951,Jasper,551210,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Black,,,,,,Unknown,,,Pickup Truck,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1196567,Closed,Internet,6/1/2012,6:15 PM,Street,Parkshore Dr & Brightwater Dr,Fishers,IN,46037,Hamilton,465423,,,,,,Unknown,,,,,,Male,,,,,,7,,,,,,Male,,,Black,,,,,,Unknown,,,"Sedan, 4 door",,Black,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1206035,Closed,Internet,11/12/2012,12:00 AM,Street,Parktrail Dr & Tidwell Rd,Parkway,TX,77044,Harris,475823,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,Dark,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1256256,Closed,Internet,10/14/2015,12:00 AM,Street,Patricia Ln,Cincinnati,OH,45230,Hamilton,545645,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1274621,Closed,Internet,8/12/2016,3:50 PM,Street,Pauba Rd & Linfield Way,Temecula,CA,92592,Riverside,571551,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,68,,,,,,,,,,Adult/Child Intervened,The child refused,0,0,-1,0,-1,Directions
Attempted Abduction,1191758,Closed,Internet,2/16/2012,7:00 PM,Street,Peachtree Corner Cir & Brandywine Trail,Norcross,GA,30092,Gwinnett,460219,,,,,,White,,,,,,Female,,,,,,14,,,,,,Male,,,Black,,,,,,Unknown,,,,,Gold,,Ignored/Refused,Ran Away,0,0,-1,-1,0,
Attempted Abduction,1272262,Closed,Internet,6/24/2016,8:20 PM,Home - Residence,Peacock Road,Baker,FL,32531,Okaloosa,568252,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,64,,,,,,Sport Utility,,,,Unknown,,-1,0,0,0,-1,Question
Attempted Abduction,1208666,Closed,Internet,11/7/2012,12:00 AM,Street,Peak Av & Dewitt Av,Morgan Hill,CA,95037,Santa Clara,478749,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,,,,30,,,Van,,White,,Ignored/Refused,,0,0,0,0,-1,None
Attempted Abduction,1210352,Closed,Internet,1/25/2013,3:00 PM,Street,Pearl Rd & Bagley Rd,Middleburg Heights,OH,44130,Cuyahoga,480612,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,,,"Blue, Dark",,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1252895,Closed,Internet,8/7/2015,12:00 AM,Park,Pearlwood Way,San Jose,CA,95123,Santa Clara,540798,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,20-29,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1244890,Closed,Internet,2/25/2015,2:00 PM,Street,Pearson Rd & College Hill Rd,Paradise,CA,95969,Butte,527696,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,White,,,,,,35-45,,,"Sedan, 4 door",,Dark,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1248221,Closed,Internet,4/1/2015,12:00 AM,Home - Residence,Peckham St & E Main St,Fall River,MA,2724,Bristol,533159,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,Male,,Unknown,Unknown,,,,,Unknown,20-29,,Van,,Dark,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1189790,Closed,Internet,2/21/2012,3:45 PM,Street,Pecos Loop SE & Spur Rd SE,Rio Rancho,NM,87124,Sandoval,458057,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,,,,40-60,,,Pickup Truck,,Beige,,Released,,0,0,0,0,-1,Directions
Attempted Abduction,1268906,Closed,Internet,5/16/2016,8:30 AM,Street,Pelham Rd,Fort Walton Beach,FL,32547,Okaloosa,563614,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,Green,,Other,Suspect left the area,0,-1,0,0,0,
Attempted Abduction,1202939,Closed,Internet,9/6/2012,2:15 PM,Street,Pennsylvania Av & Franklin St,Port Jervis,NY,12771,Orange,472441,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Van,,Red,,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1280522,Closed,Internet,10/27/2016,5:30 PM,Retail - Mall/ Shop Ctr,Penton St & Amboy Rd,Staten Island,NY,10309,New York,579447,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,Unknown,,,24,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Question
Attempted Abduction,1256966,Closed,Internet,10/27/2015,11:00 AM,Street,Perris Blvd & Northern Dancer Dr,Moreno Valley,CA,92551,Riverside,546601,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Black,,,,,,Unknown,,,"Sedan, 4 door",,,,Fought/Broke Free,Screamed; Ran away,0,0,0,0,-1,None
